Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
GRCh38_ENSG00000196878,GRCh38_LAMB3,Gene Expression,0.24389417210343278,0.0,0.0,27091,0.7526760154153352,2706
GRCh38_ENSG00000234745,GRCh38_HLA-B,Gene Expression,0.24338403340171985,0.0,0.0,140085,4.402144104914256,4118
GRCh38_ENSG00000163216,GRCh38_SPRR2D,Gene Expression,0.2401202873910919,0.0,0.0,52292,3.5415786976425716,4302
GRCh38_ENSG00000125148,GRCh38_MT2A,Gene Expression,0.23988178780270106,0.0,0.0,89122,2.899279656809374,3806
GRCh38_ENSG00000198938,GRCh38_MT-CO3,Gene Expression,0.23863865663347192,0.0,0.0,64652,4.792996774770876,4552
GRCh38_ENSG00000196924,GRCh38_FLNA,Gene Expression,0.23666870594061476,0.0,0.0,23475,0.65384872949758,2641
GRCh38_ENSG00000105372,GRCh38_RPS19,Gene Expression,0.23405394609696623,0.0,0.0,43697,1.3752656373319938,3204
GRCh38_ENSG00000282885,GRCh38_AL627171.2,Gene Expression,0.22985431161556788,0.0,0.0,5074,1.0932131857875176,2751
GRCh38_ENSG00000167526,GRCh38_RPL13,Gene Expression,0.22946581178928024,0.0,0.0,67840,2.2039988783791866,3578
GRCh38_ENSG00000206503,GRCh38_HLA-A,Gene Expression,0.22444339021691767,0.0,0.0,141486,4.6112367482220495,4166
GRCh38_ENSG00000142173,GRCh38_COL6A2,Gene Expression,0.2222723355568894,0.0,0.0,12558,0.3544283646643957,2201
GRCh38_ENSG00000108821,GRCh38_COL1A1,Gene Expression,0.2196877228347239,0.0,0.0,38621,1.4180569706339277,3212
GRCh38_ENSG00000198034,GRCh38_RPS4X,Gene Expression,0.2187527963379556,0.0,0.0,67884,2.042109773933106,3549
GRCh38_ENSG00000084207,GRCh38_GSTP1,Gene Expression,0.21805482232802353,0.0,0.0,50654,1.7920508054510436,3472
GRCh38_ENSG00000058085,GRCh38_LAMC2,Gene Expression,0.21648069761152527,0.0,0.0,26489,0.8217811930595863,2780
GRCh38_ENSG00000067225,GRCh38_PKM,Gene Expression,0.21491229632694064,0.0,0.0,32214,0.9418943285745314,2925
GRCh38_ENSG00000169469,GRCh38_SPRR1B,Gene Expression,0.2140095971075465,0.0,0.0,83086,4.877439497149471,4501
GRCh38_ENSG00000136942,GRCh38_RPL35,Gene Expression,0.21233002928345268,0.0,0.0,42194,1.4132617488814112,3254
GRCh38_ENSG00000149806,GRCh38_FAU,Gene Expression,0.21201738310842624,0.0,0.0,35490,1.169123791405874,3111
GRCh38_ENSG00000034510,GRCh38_TMSB10,Gene Expression,0.21157314234164662,0.0,0.0,137365,4.256021601396627,4154
GRCh38_ENSG00000075624,GRCh38_ACTB,Gene Expression,0.20970373018532487,0.0,0.0,83658,3.095498664882906,3885
GRCh38_ENSG00000161016,GRCh38_RPL8,Gene Expression,0.20927698800006964,0.0,0.0,34265,1.0465395528602064,2986
GRCh38_ENSG00000074800,GRCh38_ENO1,Gene Expression,0.20221365085934853,0.0,0.0,31307,0.9976851280292315,2986
GRCh38_ENSG00000186847,GRCh38_KRT14,Gene Expression,0.20074046802048057,0.0,0.0,397995,13.04943635990428,4814
GRCh38_ENSG00000132470,GRCh38_ITGB4,Gene Expression,0.1996450076862048,0.0,0.0,17756,0.5238901513843925,2558
GRCh38_ENSG00000108107,GRCh38_RPL28,Gene Expression,0.1993923054099856,0.0,0.0,47699,1.5039862430886648,3307
GRCh38_ENSG00000197956,GRCh38_S100A6,Gene Expression,0.19571654952580206,0.0,0.0,33217,1.1730495675463362,3114
GRCh38_ENSG00000128422,GRCh38_KRT17,Gene Expression,0.19332095299370766,0.0,0.0,266277,8.987026445618858,4679
GRCh38_ENSG00000196126,GRCh38_HLA-DRB1,Gene Expression,0.19197878038453167,0.0,0.0,23215,0.7126483646592272,2679
GRCh38_ENSG00000140105,GRCh38_WARS,Gene Expression,0.18783669544206905,0.0,0.0,71491,2.3905088313295693,3682
GRCh38_ENSG00000198712,GRCh38_MT-CO2,Gene Expression,0.1877342577568498,0.0,0.0,82207,4.986651937566765,4512
GRCh38_ENSG00000254772,GRCh38_EEF1G,Gene Expression,0.18750449148669676,0.0,0.0,26265,0.8814211350052751,2923
GRCh38_ENSG00000174444,GRCh38_RPL4,Gene Expression,0.18701061034348093,0.0,0.0,29395,0.8926641110835123,2864
GRCh38_ENSG00000142937,GRCh38_RPS8,Gene Expression,0.18294414406583942,0.0,0.0,41829,1.2592389836293143,3112
GRCh38_ENSG00000087086,GRCh38_FTL,Gene Expression,0.18280813520599015,0.0,0.0,85823,2.9967323323980133,3922
GRCh38_ENSG00000118785,GRCh38_SPP1,Gene Expression,0.18114425031294834,0.0,0.0,19099,0.786146809200246,2637
GRCh38_ENSG00000163191,GRCh38_S100A11,Gene Expression,0.1808048829414047,0.0,0.0,78622,2.6203529948655357,3820
GRCh38_ENSG00000205542,GRCh38_TMSB4X,Gene Expression,0.18078922389978808,0.0,0.0,47175,1.399633673847696,3226
GRCh38_ENSG00000164692,GRCh38_COL1A2,Gene Expression,0.18070147574719408,0.0,0.0,34698,1.334764362118425,3189
GRCh38_ENSG00000117984,GRCh38_CTSD,Gene Expression,0.17906336633144565,0.0,0.0,26240,0.8273724175570106,2815
GRCh38_ENSG00000065618,GRCh38_COL17A1,Gene Expression,0.17858092595459227,0.0,0.0,22097,0.6739495500693202,2689
GRCh38_ENSG00000241343,GRCh38_RPL36A,Gene Expression,0.17794900956531914,0.0,0.0,43178,1.3654239774079948,3240
GRCh38_ENSG00000163453,GRCh38_IGFBP7,Gene Expression,0.17761351360682295,0.0,0.0,13466,0.364641434030754,2263
GRCh38_ENSG00000197746,GRCh38_PSAP,Gene Expression,0.1765944081038336,0.0,0.0,23337,0.733231404533852,2728
GRCh38_ENSG00000111669,GRCh38_TPI1,Gene Expression,0.17580973751151588,0.0,0.0,22478,0.6909796997020864,2734
GRCh38_ENSG00000134419,GRCh38_RPS15A,Gene Expression,0.17546215835740578,0.0,0.0,52627,1.6223958082680179,3365
GRCh38_ENSG00000243678,GRCh38_NME2,Gene Expression,0.17354636391999126,0.0,0.0,20501,0.5852028070541148,2594
GRCh38_ENSG00000184009,GRCh38_ACTG1,Gene Expression,0.17346958625053496,0.0,0.0,137049,4.321384635079138,4187
GRCh38_ENSG00000164733,GRCh38_CTSB,Gene Expression,0.17345231132943126,0.0,0.0,33045,1.1494010188769785,3082
GRCh38_ENSG00000265681,GRCh38_RPL17,Gene Expression,0.17330351956444978,0.0,0.0,22192,0.6498108381702148,2643
GRCh38_ENSG00000146674,GRCh38_IGFBP3,Gene Expression,0.17269413688584626,0.0,0.0,10694,0.3563130385594712,2318
GRCh38_ENSG00000129538,GRCh38_RNASE1,Gene Expression,0.17144339618371746,0.0,0.0,6284,0.19514588418897474,1902
GRCh38_ENSG00000113140,GRCh38_SPARC,Gene Expression,0.171106114649676,0.0,0.0,22089,0.800850192280788,2803
GRCh38_ENSG00000168542,GRCh38_COL3A1,Gene Expression,0.170747857530695,0.0,0.0,27544,1.0628593047388073,3019
GRCh38_ENSG00000171346,GRCh38_KRT15,Gene Expression,0.17046111911460224,0.0,0.0,22286,0.735052246968769,2733
GRCh38_ENSG00000105427,GRCh38_CNFN,Gene Expression,0.17025728430206963,0.0,0.0,26324,1.5532415129978063,3546
GRCh38_ENSG00000115884,GRCh38_SDC1,Gene Expression,0.16832156885701893,0.0,0.0,30131,0.9517655319973103,2918
GRCh38_ENSG00000188508,GRCh38_KRTDAP,Gene Expression,0.16794565378516232,0.0,0.0,71200,3.494326435963137,4204
GRCh38_ENSG00000145592,GRCh38_RPL37,Gene Expression,0.1679118921728846,0.0,0.0,79603,2.8795114012809946,3881
GRCh38_ENSG00000108518,GRCh38_PFN1,Gene Expression,0.16765286985630184,0.0,0.0,22735,0.655145502499795,2643
GRCh38_ENSG00000124102,GRCh38_PI3,Gene Expression,0.16740422510479627,0.0,0.0,59889,2.97230802861339,4069
GRCh38_ENSG00000120708,GRCh38_TGFBI,Gene Expression,0.16553241438503202,0.0,0.0,11240,0.3183670546722162,2209
GRCh38_ENSG00000147065,GRCh38_MSN,Gene Expression,0.1650967178837434,0.0,0.0,20079,0.6559446283878074,2683
GRCh38_ENSG00000100342,GRCh38_APOL1,Gene Expression,0.16471368124521849,0.0,0.0,12541,0.4086148087573993,2418
GRCh38_ENSG00000106624,GRCh38_AEBP1,Gene Expression,0.1641230189462122,0.0,0.0,7410,0.23576224198440784,1931
GRCh38_ENSG00000100097,GRCh38_LGALS1,Gene Expression,0.1638648166334353,0.0,0.0,15011,0.55434921885671,2579
GRCh38_ENSG00000112306,GRCh38_RPS12,Gene Expression,0.1637378138948389,0.0,0.0,46647,1.4730867299727504,3279
GRCh38_ENSG00000240972,GRCh38_MIF,Gene Expression,0.1631571370033678,0.0,0.0,24852,0.8292384780774759,2885
GRCh38_ENSG00000167768,GRCh38_KRT1,Gene Expression,0.16278113292392948,0.0,0.0,22774,1.3131140089023567,3256
GRCh38_ENSG00000149273,GRCh38_RPS3,Gene Expression,0.16192685440320367,0.0,0.0,29745,0.9536116250357719,2983
GRCh38_ENSG00000229117,GRCh38_RPL41,Gene Expression,0.16176568062002739,0.0,0.0,80691,3.015283709281579,3958
GRCh38_ENSG00000130208,GRCh38_APOC1,Gene Expression,0.1606631175441656,0.0,0.0,4519,0.1225024042168478,1583
GRCh38_ENSG00000231500,GRCh38_RPS18,Gene Expression,0.15973595456222345,0.0,0.0,50078,1.7636515861515143,3465
GRCh38_ENSG00000283992,GRCh38_SLURP2,Gene Expression,0.15960711430827704,0.0,0.0,7819,0.5064445536029529,2159
GRCh38_ENSG00000100316,GRCh38_RPL3,Gene Expression,0.15916149659013096,0.0,0.0,22962,0.7271847877208475,2777
GRCh38_ENSG00000197958,GRCh38_RPL12,Gene Expression,0.15879334110377674,0.0,0.0,30124,0.9266033303970674,2900
GRCh38_ENSG00000149131,GRCh38_SERPING1,Gene Expression,0.15785709419830748,0.0,0.0,12023,0.36882731085951015,2346
GRCh38_ENSG00000198763,GRCh38_MT-ND2,Gene Expression,0.1574226747472887,0.0,0.0,14618,1.491765728057259,3621
GRCh38_ENSG00000147403,GRCh38_RPL10,Gene Expression,0.15732164431941106,0.0,0.0,52384,1.8955127375979581,3551
GRCh38_ENSG00000179218,GRCh38_CALR,Gene Expression,0.15717527920383734,0.0,0.0,20969,0.7707420412079307,2873
GRCh38_ENSG00000198502,GRCh38_HLA-DRB5,Gene Expression,0.15654443201393067,0.0,0.0,9903,0.2773492970907149,2105
GRCh38_ENSG00000170889,GRCh38_RPS9,Gene Expression,0.155899347742352,0.0,0.0,17229,0.5585247467630147,2609
GRCh38_ENSG00000101439,GRCh38_CST3,Gene Expression,0.15509792579916853,0.0,0.0,33550,1.084553039209088,3036
GRCh38_ENSG00000211685,GRCh38_IGLC7,Gene Expression,0.15461138521938456,0.0,0.0,1211,0.03769741896430841,428
GRCh38_ENSG00000197943,GRCh38_PLCG2,Gene Expression,0.15438230774399914,0.0,0.0,3176,0.841791533850254,2194
GRCh38_ENSG00000142156,GRCh38_COL6A1,Gene Expression,0.15373126244861934,0.0,0.0,12802,0.4406229429524484,2362
GRCh38_ENSG00000025708,GRCh38_TYMP,Gene Expression,0.15247162424496893,0.0,0.0,33857,1.165617165196884,3135
GRCh38_ENSG00000197728,GRCh38_RPS26,Gene Expression,0.1521834872906402,0.0,0.0,17525,0.501082120177096,2482
GRCh38_ENSG00000108679,GRCh38_LGALS3BP,Gene Expression,0.1518950708214016,0.0,0.0,15967,0.46568425150139825,2449
GRCh38_ENSG00000142541,GRCh38_RPL13A,Gene Expression,0.1514802262082201,0.0,0.0,44996,1.5612314298581722,3389
GRCh38_ENSG00000186468,GRCh38_RPS23,Gene Expression,0.15146444405229878,0.0,0.0,36197,1.1427515848667176,3068
GRCh38_ENSG00000106211,GRCh38_HSPB1,Gene Expression,0.15103556961484418,0.0,0.0,56298,1.9308377348442844,3590
GRCh38_ENSG00000159403,GRCh38_C1R,Gene Expression,0.15014948550044435,0.0,0.0,12903,0.37579624383870575,2301
GRCh38_ENSG00000167996,GRCh38_FTH1,Gene Expression,0.15012889108346988,0.0,0.0,152197,5.760099860145386,4460
GRCh38_ENSG00000204592,GRCh38_HLA-E,Gene Expression,0.15005042722251086,0.0,0.0,27936,0.9681450391151897,2966
GRCh38_ENSG00000196262,GRCh38_PPIA,Gene Expression,0.15000232553403847,0.0,0.0,34494,1.1771479207328668,3133
GRCh38_ENSG00000211895,GRCh38_IGHA1,Gene Expression,0.14956975088200625,0.0,0.0,14581,0.4047236179495788,2114
GRCh38_ENSG00000211893,GRCh38_IGHG2,Gene Expression,0.14939235607350232,0.0,0.0,3369,0.08012499815033976,909
GRCh38_ENSG00000164587,GRCh38_RPS14,Gene Expression,0.14907211898950248,0.0,0.0,35241,1.2642405794998997,3230
GRCh38_ENSG00000184292,GRCh38_TACSTD2,Gene Expression,0.14632785653104505,0.0,0.0,21026,0.6952992008649269,2662
GRCh38_ENSG00000165949,GRCh38_IFI27,Gene Expression,0.14475200485569245,0.0,0.0,50183,1.7797903668920751,3500
GRCh38_ENSG00000230937,GRCh38_MIR205HG,Gene Expression,0.14459701436004085,0.0,0.0,25933,0.7862413766912598,2786
GRCh38_ENSG00000198727,GRCh38_MT-CYB,Gene Expression,0.1441601545781895,0.0,0.0,24161,2.066571114164456,3923
GRCh38_ENSG00000173372,GRCh38_C1QA,Gene Expression,0.14359819649910363,0.0,0.0,10475,0.349759340255352,2252
GRCh38_ENSG00000159516,GRCh38_SPRR2G,Gene Expression,0.14303143126410292,0.0,0.0,18119,1.2856274790856326,3383
GRCh38_ENSG00000170373,GRCh38_CST1,Gene Expression,0.14272473387738374,0.0,0.0,3358,0.08711209556759528,1245
GRCh38_ENSG00000161638,GRCh38_ITGA5,Gene Expression,0.14253541505217915,0.0,0.0,5444,0.15114558402195366,1739
GRCh38_ENSG00000211675,GRCh38_IGLC1,Gene Expression,0.1419743806011253,0.0,0.0,6519,0.31837044617198573,1941
GRCh38_ENSG00000122026,GRCh38_RPL21,Gene Expression,0.14152307483549975,0.0,0.0,30764,0.9810343091709466,2994
GRCh38_ENSG00000130255,GRCh38_RPL36,Gene Expression,0.1410093046111522,0.0,0.0,35677,1.2557064941086482,3199
GRCh38_ENSG00000175793,GRCh38_SFN,Gene Expression,0.14094881171336826,0.0,0.0,92474,3.365179039350158,4029
GRCh38_ENSG00000140988,GRCh38_RPS2,Gene Expression,0.1407079497359475,0.0,0.0,71506,2.5454859210936753,3812
GRCh38_ENSG00000186832,GRCh38_KRT16,Gene Expression,0.14021599673187776,0.0,0.0,207457,8.517840706638758,4729
GRCh38_ENSG00000137818,GRCh38_RPLP1,Gene Expression,0.14017772023325137,0.0,0.0,70049,2.616995608651163,3845
GRCh38_ENSG00000142089,GRCh38_IFITM3,Gene Expression,0.13976979861967972,0.0,0.0,19435,0.5901799704440905,2579
GRCh38_ENSG00000197756,GRCh38_RPL37A,Gene Expression,0.1397193112554758,0.0,0.0,41786,1.431929598905047,3297
GRCh38_ENSG00000143947,GRCh38_RPS27A,Gene Expression,0.13950195920273034,0.0,0.0,34651,1.1289435686461387,3099
GRCh38_ENSG00000205076,GRCh38_LGALS7,Gene Expression,0.1394394227332676,0.0,0.0,8004,0.2457036361586368,1935
GRCh38_ENSG00000108298,GRCh38_RPL19,Gene Expression,0.13938831569188673,0.0,0.0,29935,0.9674306024629857,2959
GRCh38_ENSG00000231389,GRCh38_HLA-DPA1,Gene Expression,0.13823234060387335,0.0,0.0,9405,0.28194645424374465,2128
GRCh38_ENSG00000161970,GRCh38_RPL26,Gene Expression,0.1379631287616625,0.0,0.0,28584,0.9099395614754716,2919
GRCh38_ENSG00000173369,GRCh38_C1QB,Gene Expression,0.1372129377224678,0.0,0.0,10684,0.30688065108914325,2142
GRCh38_ENSG00000173457,GRCh38_PPP1R14B,Gene Expression,0.1371740318328899,0.0,0.0,14406,0.43691892393033505,2442
GRCh38_ENSG00000072110,GRCh38_ACTN1,Gene Expression,0.1365769812354766,0.0,0.0,16575,0.535504432745451,2565
GRCh38_ENSG00000100345,GRCh38_MYH9,Gene Expression,0.1353803011631447,0.0,0.0,20246,0.6604520118972276,2691
GRCh38_ENSG00000148303,GRCh38_RPL7A,Gene Expression,0.1351884189121301,0.0,0.0,25948,0.8881051388267627,2952
GRCh38_ENSG00000135046,GRCh38_ANXA1,Gene Expression,0.13510986620117735,0.0,0.0,25004,1.050796257448956,3080
GRCh38_ENSG00000115414,GRCh38_FN1,Gene Expression,0.13490843310359382,0.0,0.0,14322,0.5380229674020646,2411
GRCh38_ENSG00000122861,GRCh38_PLAU,Gene Expression,0.13481439073903084,0.0,0.0,11043,0.330847448453139,2197
GRCh38_ENSG00000177600,GRCh38_RPLP2,Gene Expression,0.13452903121327112,0.0,0.0,36769,1.338223239414248,3319
GRCh38_ENSG00000134333,GRCh38_LDHA,Gene Expression,0.13432482087816358,0.0,0.0,23527,0.8838445583999441,2987
GRCh38_ENSG00000231925,GRCh38_TAPBP,Gene Expression,0.1338254372394875,0.0,0.0,12025,0.36925634710550437,2316
GRCh38_ENSG00000185624,GRCh38_P4HB,Gene Expression,0.13242861861875865,0.0,0.0,20193,0.6876465698155239,2760
GRCh38_ENSG00000089157,GRCh38_RPLP0,Gene Expression,0.1322686158099299,0.0,0.0,28339,1.0028329241606826,3072
GRCh38_ENSG00000196230,GRCh38_TUBB,Gene Expression,0.13213461173226196,0.0,0.0,12342,0.4363163240441296,2453
GRCh38_ENSG00000005884,GRCh38_ITGA3,Gene Expression,0.13075980412508262,0.0,0.0,12011,0.36724734951014393,2294
GRCh38_ENSG00000161960,GRCh38_EIF4A1,Gene Expression,0.12994771529309596,0.0,0.0,19560,0.587240137006828,2577
GRCh38_ENSG00000204628,GRCh38_RACK1,Gene Expression,0.12986226763037229,0.0,0.0,22443,0.7699481353369622,2855
GRCh38_ENSG00000167658,GRCh38_EEF2,Gene Expression,0.1296954445040497,0.0,0.0,19631,0.6570597096118534,2694
GRCh38_ENSG00000105640,GRCh38_RPL18A,Gene Expression,0.1292227656399963,0.0,0.0,36795,1.3388951603902957,3283
GRCh38_ENSG00000163399,GRCh38_ATP1A1,Gene Expression,0.12792768500415175,0.0,0.0,6977,0.1808491441689886,1907
GRCh38_ENSG00000187608,GRCh38_ISG15,Gene Expression,0.12785380674993843,0.0,0.0,18061,0.6618654269155455,2746
GRCh38_ENSG00000275385,GRCh38_CCL18,Gene Expression,0.1270872551588607,0.0,0.0,8283,0.27249842411643627,1877
GRCh38_ENSG00000100911,GRCh38_PSME2,Gene Expression,0.1269194767642121,0.0,0.0,10384,0.30740277218084217,2204
GRCh38_ENSG00000182326,GRCh38_C1S,Gene Expression,0.12679619066078157,0.0,0.0,13836,0.41274563554241084,2337
GRCh38_ENSG00000233927,GRCh38_RPS28,Gene Expression,0.12627153106493189,0.0,0.0,33070,1.1946030749704777,3211
GRCh38_ENSG00000137440,GRCh38_FGFBP1,Gene Expression,0.12486783052384075,0.0,0.0,7394,0.21445747959512965,1686
GRCh38_ENSG00000105193,GRCh38_RPS16,Gene Expression,0.12452729362339737,0.0,0.0,29619,1.0307436832644425,3053
GRCh38_ENSG00000158710,GRCh38_TAGLN2,Gene Expression,0.12431654854596345,0.0,0.0,13719,0.45430938548938143,2504
GRCh38_ENSG00000115268,GRCh38_RPS15,Gene Expression,0.12414630144194255,0.0,0.0,22429,0.7468792992246021,2813
GRCh38_ENSG00000243509,GRCh38_TNFRSF6B,Gene Expression,0.12352277921240161,0.0,0.0,3519,0.09068799763231507,1434
GRCh38_ENSG00000069849,GRCh38_ATP1B3,Gene Expression,0.12142821388641062,0.0,0.0,10396,0.30615210200306214,2161
GRCh38_ENSG00000216490,GRCh38_IFI30,Gene Expression,0.12113506777279133,0.0,0.0,9230,0.27553227963241045,2094
GRCh38_ENSG00000187514,GRCh38_PTMA,Gene Expression,0.12044057750078734,0.0,0.0,26153,0.9168661607695222,2980
GRCh38_ENSG00000092841,GRCh38_MYL6,Gene Expression,0.12028140111365765,0.0,0.0,31254,1.1544205129181595,3186
GRCh38_ENSG00000109971,GRCh38_HSPA8,Gene Expression,0.12025950968240372,0.0,0.0,13647,0.4682241714910107,2448
GRCh38_ENSG00000164687,GRCh38_FABP5,Gene Expression,0.12004810986746842,0.0,0.0,116926,4.350719423938838,4351
GRCh38_ENSG00000138326,GRCh38_RPS24,Gene Expression,0.11968220796082968,0.0,0.0,28418,0.9770190910110921,2991
GRCh38_ENSG00000063177,GRCh38_RPL18,Gene Expression,0.11858592912270234,0.0,0.0,26953,0.9568747435765301,3008
GRCh38_ENSG00000124107,GRCh38_SLPI,Gene Expression,0.11797258605170957,0.0,0.0,44090,2.117569212694388,3791
GRCh38_ENSG00000196611,GRCh38_MMP1,Gene Expression,0.11772486547017996,0.0,0.0,11612,0.46020052531882777,2369
GRCh38_ENSG00000213719,GRCh38_CLIC1,Gene Expression,0.11746044199129756,0.0,0.0,7261,0.20575957412090132,1967
GRCh38_ENSG00000135404,GRCh38_CD63,Gene Expression,0.11738710465688154,0.0,0.0,14257,0.46944779052365654,2441
GRCh38_ENSG00000169715,GRCh38_MT1E,Gene Expression,0.1162025125161785,0.0,0.0,13679,0.5280951824197194,2589
GRCh38_ENSG00000171863,GRCh38_RPS7,Gene Expression,0.11620247751005848,0.0,0.0,26829,0.8813117136941644,2891
GRCh38_ENSG00000116251,GRCh38_RPL22,Gene Expression,0.11594443695603714,0.0,0.0,18145,0.5792316664632721,2583
GRCh38_ENSG00000198840,GRCh38_MT-ND3,Gene Expression,0.11593933644282152,0.0,0.0,22065,1.7813811310399634,3775
GRCh38_ENSG00000114391,GRCh38_RPL24,Gene Expression,0.11562312322762995,0.0,0.0,20048,0.6832290760990045,2756
GRCh38_ENSG00000185479,GRCh38_KRT6B,Gene Expression,0.11537573026682517,0.0,0.0,215749,9.78601172677743,4827
GRCh38_ENSG00000122406,GRCh38_RPL5,Gene Expression,0.11515776964142925,0.0,0.0,18812,0.5934154082777725,2643
GRCh38_ENSG00000103363,GRCh38_ELOB,Gene Expression,0.11498173860958812,0.0,0.0,13067,0.4224377822254955,2436
GRCh38_ENSG00000140264,GRCh38_SERF2,Gene Expression,0.11452831437588684,0.0,0.0,22830,0.8074513015833946,2890
GRCh38_ENSG00000136235,GRCh38_GPNMB,Gene Expression,0.11436751622410282,0.0,0.0,13785,0.46344473224885874,2380
GRCh38_ENSG00000169035,GRCh38_KLK7,Gene Expression,0.11429923492997118,0.0,0.0,17112,0.8942567864817544,2922
GRCh38_ENSG00000182718,GRCh38_ANXA2,Gene Expression,0.11419267033147157,0.0,0.0,36499,1.3485475597087746,3300
GRCh38_ENSG00000145425,GRCh38_RPS3A,Gene Expression,0.11390663731184872,0.0,0.0,31031,1.0461011642858355,3070
GRCh38_ENSG00000170465,GRCh38_KRT6C,Gene Expression,0.11389130995940534,0.0,0.0,48702,1.8888024098364995,3620
GRCh38_ENSG00000063660,GRCh38_GPC1,Gene Expression,0.11388502775644166,0.0,0.0,6331,0.18506760496246197,1911
GRCh38_ENSG00000174748,GRCh38_RPL15,Gene Expression,0.1130878754692407,0.0,0.0,18937,0.652304962647932,2726
GRCh38_ENSG00000026025,GRCh38_VIM,Gene Expression,0.11306163249552055,0.0,0.0,13130,0.4542243865231196,2402
GRCh38_ENSG00000162511,GRCh38_LAPTM5,Gene Expression,0.1129836221627763,0.0,0.0,6849,0.22750109402885627,1976
GRCh38_ENSG00000177954,GRCh38_RPS27,Gene Expression,0.1129276481312371,0.0,0.0,52192,2.1214395220070457,3688
GRCh38_ENSG00000163682,GRCh38_RPL9,Gene Expression,0.11236229643608121,0.0,0.0,19428,0.6290194986359627,2661
GRCh38_ENSG00000156508,GRCh38_EEF1A1,Gene Expression,0.11232968699617527,0.0,0.0,102610,3.5802253507467636,4108
